time, Quad.Pos.Y, Quad.Est.Y, Quad.Vel.Y, Quad.Est.VY
0.005000,0.000000,-0.000011,0.000001,-0.002775
0.010000,0.000000,-0.000011,0.000007,0.000326
0.015000,0.000000,-0.000009,0.000025,0.000340
0.020000,0.000000,-0.000065,0.000058,-0.006294
0.025000,0.000001,-0.000102,0.000104,-0.006245
0.030000,0.000001,-0.000127,0.000160,-0.006151
0.035000,0.000002,-0.000163,0.000220,-0.006080
0.040000,0.000004,-0.000167,0.000283,-0.004919
0.045000,0.000005,-0.000197,0.000351,-0.004841
0.050000,0.000007,-0.000196,0.000426,-0.003934
0.055000,0.000010,-0.000220,0.000510,-0.003838
0.060000,0.000013,-0.000448,0.000607,-0.011489
0.065000,0.000016,-0.000517,0.000717,-0.011368
0.070000,0.000020,-0.000477,0.000847,-0.008602
0.075000,0.000025,-0.000528,0.001008,-0.008432
0.080000,0.000030,-0.000189,0.001209,0.001973
0.085000,0.000037,-0.000177,0.001451,0.002244
0.090000,0.000045,0.000220,0.001726,0.012038
0.095000,0.000054,0.000293,0.002021,0.012392
0.100000,0.000065,0.000538,0.002315,0.017033
0.105000,0.000078,0.003406,0.002587,0.118362
0.110000,0.000091,0.003887,0.002774,0.116468
0.115000,0.000105,0.004586,0.002755,0.116591
0.120000,0.000118,0.005054,0.002399,0.116596
0.125000,0.000128,0.005752,0.001567,0.115872
0.130000,0.000132,0.006231,0.000145,0.116103
0.135000,0.000127,0.006923,-0.001938,0.113930
0.140000,0.000109,0.007389,-0.004711,0.112456
0.145000,0.000075,0.008056,-0.008153,0.108625
0.150000,0.000023,0.008400,-0.012167,0.102446
0.155000,-0.000052,0.009005,-0.016702,0.097235
0.160000,-0.000150,0.009065,-0.021666,0.083890
0.165000,-0.000274,0.009556,-0.026911,0.077738
0.170000,-0.000425,0.009859,-0.032359,0.073337
0.175000,-0.000603,0.010286,-0.037935,0.066700
0.180000,-0.000810,0.010656,-0.043596,0.064538
0.185000,-0.001045,0.011030,-0.049236,0.057720
0.190000,-0.001308,0.011532,-0.054741,0.058728
0.195000,-0.001598,0.011871,-0.060240,0.052075
0.200000,-0.001915,0.012209,-0.065677,0.050105
0.205000,-0.002260,0.000237,-0.071111,-0.008398
0.210000,-0.002632,0.000194,-0.076459,-0.012228
0.215000,-0.003029,0.000108,-0.081564,-0.018529
0.220000,-0.003452,0.000033,-0.086281,-0.021195
0.225000,-0.003896,-0.000105,-0.090581,-0.026581
0.230000,-0.004361,-0.000219,-0.094450,-0.030180
0.235000,-0.004844,-0.000409,-0.097923,-0.034614
0.240000,-0.005342,-0.000505,-0.100931,-0.034668
0.245000,-0.005855,-0.000720,-0.103480,-0.037973
0.250000,-0.006379,-0.001052,-0.105534,-0.047386
0.255000,-0.006911,-0.001341,-0.107087,-0.049508
0.260000,-0.007450,-0.001792,-0.108168,-0.059479
0.265000,-0.007993,-0.002152,-0.108803,-0.060507
0.270000,-0.008538,-0.002320,-0.109026,-0.058543
0.275000,-0.009083,-0.002671,-0.108870,-0.058567
0.280000,-0.009626,-0.002878,-0.108365,-0.057541
0.285000,-0.010165,-0.003222,-0.107532,-0.056703
0.290000,-0.010699,-0.003456,-0.106400,-0.056097
0.295000,-0.011227,-0.003790,-0.105005,-0.054534
0.300000,-0.011748,-0.004114,-0.103390,-0.055798
0.305000,-0.012259,-0.015668,-0.101545,-0.085811
0.310000,-0.012761,-0.016106,-0.099500,-0.081439
0.314999,-0.013252,-0.016589,-0.097280,-0.078892
0.319999,-0.013731,-0.016951,-0.094841,-0.074426
0.324999,-0.014197,-0.017392,-0.092116,-0.071339
0.329999,-0.014648,-0.017647,-0.089041,-0.073687
0.334999,-0.015083,-0.018081,-0.085558,-0.069770
0.339999,-0.015500,-0.018414,-0.081647,-0.081009
0.344999,-0.015895,-0.018891,-0.077350,-0.076168
0.349999,-0.016268,-0.019234,-0.072707,-0.076047
0.354999,-0.016617,-0.019679,-0.067782,-0.070415
0.359999,-0.016940,-0.019996,-0.062508,-0.068358
0.364999,-0.017236,-0.020393,-0.057002,-0.061984
0.369999,-0.017504,-0.020496,-0.051277,-0.052137
0.374999,-0.017743,-0.020795,-0.045328,-0.045141
0.379999,-0.017951,-0.020957,-0.039157,-0.039838
0.384999,-0.018128,-0.021181,-0.032827,-0.032294
0.389999,-0.018273,-0.021355,-0.026468,-0.028546
0.394998,-0.018386,-0.021511,-0.020137,-0.020940
0.399998,-0.018468,-0.021290,-0.013943,-0.008878
0.404998,-0.018519,-0.015472,-0.007742,0.051136
0.409998,-0.018540,-0.015317,-0.001586,0.057506
0.414998,-0.018530,-0.014957,0.004341,0.064815
0.419998,-0.018491,-0.014766,0.009953,0.072454
0.424998,-0.018425,-0.014318,0.015156,0.079009
0.429998,-0.018335,-0.013981,0.019855,0.081638
0.434998,-0.018223,-0.013480,0.023984,0.086969
0.439998,-0.018093,-0.013125,0.027480,0.085670
0.444998,-0.017947,-0.012603,0.030308,0.089464
0.449998,-0.017788,-0.012339,0.032496,0.080071
0.454998,-0.017621,-0.011854,0.034049,0.082289
0.459998,-0.017447,-0.011524,0.035017,0.083204
0.464998,-0.017271,-0.011023,0.035487,0.084040
0.469997,-0.017093,-0.010369,0.035542,0.097239
0.474997,-0.016916,-0.009785,0.035249,0.097087
0.479997,-0.016741,-0.009177,0.034662,0.103748
0.484997,-0.016571,-0.008556,0.033815,0.102889
0.489997,-0.016405,-0.008292,0.032717,0.098227
0.494997,-0.016245,-0.007706,0.031385,0.096778
0.499997,-0.016093,-0.007186,0.029838,0.098676
0.504997,-0.015949,-0.006364,0.027985,0.115075
0.509997,-0.015815,-0.005968,0.025808,0.115001
0.514997,-0.015694,-0.005284,0.023318,0.112181
0.519997,-0.015585,-0.004861,0.020514,0.110966
0.524997,-0.015492,-0.004202,0.017456,0.107432
0.529997,-0.015415,-0.003776,0.014102,0.104933
0.534997,-0.015355,-0.003155,0.010485,0.100702
0.539997,-0.015314,-0.002754,0.006613,0.097076
0.544997,-0.015293,-0.002181,0.002529,0.092255
0.549996,-0.015293,-0.001793,-0.001736,0.092058
0.554996,-0.015315,-0.001251,-0.006127,0.086804
0.559996,-0.015359,-0.000826,-0.010617,0.088427
0.564996,-0.015426,-0.000306,-0.015147,0.082907
0.569996,-0.015515,-0.000134,-0.019673,0.072698
0.574996,-0.015627,0.000291,-0.024234,0.067187
0.579996,-0.015762,0.000560,-0.028861,0.063577
0.584996,-0.015920,0.000931,-0.033494,0.057955
0.589996,-0.016102,0.000997,-0.038156,0.049982
0.594996,-0.016306,0.001286,-0.042796,0.044367
0.599996,-0.016534,0.001278,-0.047346,0.036652
0.604996,-0.016784,0.013246,-0.051723,0.002192
0.609996,-0.017055,0.013290,-0.055841,-0.002151
0.614996,-0.017346,0.013268,-0.059757,-0.006923
0.619996,-0.017656,0.013217,-0.063436,-0.009103
0.624996,-0.017984,0.013154,-0.066901,-0.013351
0.629995,-0.018328,0.013133,-0.070137,-0.019129
0.634995,-0.018688,0.013011,-0.073189,-0.022847
0.639995,-0.019063,0.012920,-0.076078,-0.031016
0.644995,-0.019451,0.012727,-0.078776,-0.034253
0.649995,-0.019853,0.012623,-0.081292,-0.032260
0.654995,-0.020266,0.012424,-0.083634,-0.035111
0.659995,-0.020691,0.012291,-0.085751,-0.036267
0.664995,-0.021125,0.012069,-0.087669,-0.038617
0.669995,-0.021569,0.011837,-0.089414,-0.043260
0.674995,-0.022021,0.011573,-0.090986,-0.045164
0.679995,-0.022480,0.011080,-0.092373,-0.056698
0.684995,-0.022946,0.010737,-0.093573,-0.058076
0.689995,-0.023417,0.010811,-0.094583,-0.050178
0.694995,-0.023892,0.010508,-0.095394,-0.051175
0.699995,-0.024371,0.009859,-0.095999,-0.062662
0.704994,-0.024852,0.007371,-0.096426,-0.092112
0.709994,-0.025335,0.006851,-0.096649,-0.088935
0.714994,-0.025818,0.006317,-0.096628,-0.088925
0.719994,-0.026301,0.006002,-0.096339,-0.090145
0.724994,-0.026781,0.005463,-0.095763,-0.089483
0.729994,-0.027257,0.005140,-0.094869,-0.091129
0.734994,-0.027728,0.004596,-0.093648,-0.089660
0.739994,-0.028192,0.004225,-0.092099,-0.084645
0.744994,-0.028647,0.003722,-0.090231,-0.082395
0.749994,-0.029091,0.003393,-0.088076,-0.080727
0.754994,-0.029525,0.002915,-0.085673,-0.077773
0.759994,-0.029945,0.002628,-0.083040,-0.074053
0.764994,-0.030352,0.002191,-0.080232,-0.070578
0.769994,-0.030745,0.002011,-0.077325,-0.063583
0.774994,-0.031122,0.001637,-0.074284,-0.059837
0.779994,-0.031484,0.001459,-0.071175,-0.055217
0.784993,-0.031831,0.001135,-0.067972,-0.051281
0.789993,-0.032161,0.000789,-0.064721,-0.052772
0.794993,-0.032475,0.000481,-0.061543,-0.048775
0.799993,-0.032773,0.000074,-0.058408,-0.051554
0.804993,-0.033055,0.010995,-0.055196,0.004949
0.809993,-0.033322,0.010692,-0.051915,0.014613
0.814993,-0.033571,0.010787,-0.048712,0.018623
0.819993,-0.033806,0.010512,-0.045725,0.032770
0.824993,-0.034026,0.010715,-0.043072,0.036104
0.829993,-0.034235,0.010938,-0.040818,0.033441
0.834993,-0.034433,0.011144,-0.039023,0.035852
0.839993,-0.034624,0.011269,-0.037754,0.040798
0.844993,-0.034811,0.011516,-0.037040,0.041908
0.849993,-0.034995,0.011696,-0.036863,0.044670
0.854993,-0.035180,0.011964,-0.037193,0.044486
0.859993,-0.035369,0.012089,-0.037976,0.040093
0.864992,-0.035562,0.012328,-0.039172,0.038852
0.869992,-0.035762,0.012425,-0.040716,0.035024
0.874992,-0.035971,0.012631,-0.042541,0.032981
0.879992,-0.036190,0.012806,-0.044599,0.032985
0.884992,-0.036420,0.012998,-0.046869,0.030354
0.889992,-0.036661,0.013057,-0.049306,0.026693
0.894992,-0.036916,0.013211,-0.051871,0.023678
0.899992,-0.037183,0.013520,-0.054508,0.026945
0.904992,-0.037463,0.009919,-0.057241,0.016132
0.909992,-0.037758,0.010095,-0.060021,0.011492
0.914992,-0.038067,0.010157,-0.062830,0.008134
0.919992,-0.038389,0.010167,-0.065665,0.006549
0.924992,-0.038726,0.010200,-0.068483,0.003161
0.929992,-0.039077,0.010227,-0.071261,-0.000107
0.934992,-0.039441,0.010219,-0.074033,-0.003441
0.939991,-0.039820,0.010175,-0.076755,0.000710
0.944991,-0.040211,0.010173,-0.079390,-0.002461
0.949991,-0.040616,0.010158,-0.081944,-0.005055
0.954991,-0.041033,0.010122,-0.084401,-0.008022
0.959991,-0.041462,0.009983,-0.086743,-0.017567
0.964991,-0.041903,0.009872,-0.088998,-0.020319
0.969991,-0.042354,0.009797,-0.091141,-0.021687
0.974991,-0.042816,0.009662,-0.093134,-0.024143
0.979991,-0.043287,0.009619,-0.094994,-0.023660
0.984991,-0.043768,0.009472,-0.096727,-0.025794
0.989991,-0.044256,0.009221,-0.098315,-0.031551
0.994991,-0.044752,0.009028,-0.099770,-0.033381
0.999991,-0.045255,0.009219,-0.101061,-0.025935
1.004991,-0.045764,-0.006654,-0.102200,-0.077314
1.009991,-0.046278,-0.006927,-0.103157,-0.078918
1.014991,-0.046796,-0.007402,-0.103867,-0.079906
1.019992,-0.047316,-0.007884,-0.104254,-0.075002
1.024992,-0.047838,-0.008335,-0.104249,-0.075193
1.029992,-0.048358,-0.008667,-0.103790,-0.072980
1.034992,-0.048874,-0.009104,-0.102819,-0.072069
1.039993,-0.049384,-0.009423,-0.101291,-0.063344
1.044993,-0.049884,-0.009799,-0.099199,-0.061037
1.049993,-0.050373,-0.010051,-0.096633,-0.060808
1.054993,-0.050847,-0.010409,-0.093650,-0.057369
1.059994,-0.051305,-0.010604,-0.090327,-0.052444
1.064994,-0.051746,-0.010910,-0.086752,-0.048194
1.069994,-0.052169,-0.011205,-0.082982,-0.050217
1.074994,-0.052572,-0.011497,-0.079056,-0.045508
1.079994,-0.052955,-0.011591,-0.075051,-0.039159
1.084995,-0.053319,-0.011817,-0.071082,-0.034302
1.089995,-0.053662,-0.012093,-0.067118,-0.035384
1.094995,-0.053986,-0.012295,-0.063138,-0.030525
1.099995,-0.054290,-0.012481,-0.059231,-0.029083
1.104996,-0.054574,-0.013639,-0.055322,-0.058871
1.109996,-0.054839,-0.014214,-0.051408,-0.048688
1.114996,-0.055084,-0.014497,-0.047441,-0.043895
1.119996,-0.055309,-0.014634,-0.043416,-0.041765
1.124997,-0.055514,-0.014875,-0.039312,-0.036852
1.129997,-0.055698,-0.015053,-0.035114,-0.031584
1.134997,-0.055861,-0.015232,-0.030780,-0.026392
1.139997,-0.056001,-0.015303,-0.026380,-0.028375
1.144997,-0.056120,-0.015462,-0.021914,-0.022998
1.149998,-0.056216,-0.015572,-0.017370,-0.024236
1.154998,-0.056289,-0.015706,-0.012818,-0.018727
1.159998,-0.056340,-0.015844,-0.008285,-0.020243
1.164998,-0.056368,-0.015955,-0.003829,-0.014808
1.169999,-0.056374,-0.016074,0.000568,-0.014377
1.174999,-0.056358,-0.016150,0.004908,-0.009088
1.179999,-0.056321,-0.016251,0.009115,-0.008172
1.184999,-0.056263,-0.016290,0.013228,-0.003170
1.190000,-0.056184,-0.016797,0.017232,-0.014803
1.195000,-0.056086,-0.016876,0.021186,-0.010030
1.200000,-0.055969,-0.016961,0.025060,-0.008138
1.205000,-0.055831,0.008357,0.029172,0.103497
1.210001,-0.055672,0.009087,0.033490,0.100586
1.215001,-0.055493,0.009701,0.037579,0.105659
1.220001,-0.055294,0.010125,0.041107,0.108739
1.225001,-0.055079,0.010785,0.043953,0.112513
1.230001,-0.054853,0.011354,0.046011,0.108237
1.235002,-0.054619,0.012007,0.047176,0.110105
1.240002,-0.054382,0.012383,0.047343,0.119865
1.245002,-0.054148,0.013102,0.046465,0.119345
1.250002,-0.053921,0.013586,0.044597,0.120919
1.255003,-0.053706,0.014307,0.041840,0.118076
1.260003,-0.053507,0.014854,0.038310,0.121984
1.265003,-0.053328,0.015577,0.034120,0.117351
1.270003,-0.053171,0.015846,0.029317,0.103955
1.275004,-0.053040,0.016458,0.024019,0.097842
1.280004,-0.052937,0.016730,0.018317,0.089284
1.285004,-0.052864,0.017252,0.012302,0.082189
1.290004,-0.052821,0.017512,0.006036,0.075394
1.295004,-0.052810,0.017949,-0.000404,0.067694
1.300005,-0.052831,0.018159,-0.006941,0.061084
1.305005,-0.052886,0.016555,-0.013645,0.030929
1.310005,-0.052975,0.016466,-0.020602,0.029760
1.315005,-0.053099,0.016628,-0.027449,0.021431
1.320006,-0.053256,0.016784,-0.034147,0.013561
1.325006,-0.053447,0.016849,-0.040694,0.005542
1.330006,-0.053669,0.016945,-0.047023,-0.004031
1.335006,-0.053923,0.016905,-0.053176,-0.011643
1.340007,-0.054206,0.016888,-0.059000,-0.022047
1.345007,-0.054518,0.016742,-0.064372,-0.028833
1.350007,-0.054855,0.016627,-0.069377,-0.031864
1.355007,-0.055216,0.016424,-0.074045,-0.037799
1.360008,-0.055599,0.016313,-0.078304,-0.037874
1.365008,-0.056002,0.016076,-0.082185,-0.042866
1.370008,-0.056424,0.016000,-0.085751,-0.041000
1.375008,-0.056862,0.015745,-0.088952,-0.045127
1.380008,-0.057316,0.015642,-0.091809,-0.044595
1.385009,-0.057783,0.015368,-0.094357,-0.047880
1.390009,-0.058261,0.015535,-0.096626,-0.038780
1.395009,-0.058751,0.015297,-0.098649,-0.041330
1.400009,-0.059249,0.015314,-0.100451,-0.038001
1.405010,-0.059757,0.007123,-0.102122,-0.075049
1.410010,-0.060272,0.006668,-0.103647,-0.073222
1.415010,-0.060794,0.006225,-0.104976,-0.074875
1.420010,-0.061322,0.006026,-0.106058,-0.078962
1.425011,-0.061855,0.005550,-0.106858,-0.080053
1.430011,-0.062391,0.005078,-0.107342,-0.072208
1.435011,-0.062928,0.004644,-0.107455,-0.072488
1.440011,-0.063465,0.004333,-0.107172,-0.069130
1.445011,-0.063999,0.003920,-0.106484,-0.068483
1.450012,-0.064528,0.003644,-0.105417,-0.068273
1.455012,-0.065051,0.003238,-0.104016,-0.066776
1.460012,-0.065566,0.002967,-0.102316,-0.065893
